"","year_commencing","yQ","operator","region","p_journey_millions","p_km_billions","ppm","number_of_trains_planned","number_of_trains_part_cancelled","number_of_trains_full_cancelled","cancellations","quarterly_cancellations_percent","yrly_passenger_journeys","yrly_passenger_k_ms","yrly_complaints_per_100k","yrly_stations_managed","yrly_full_time_equivalent_fte_employees","yrly_cancellations_percentage","yrly_on_time_percentage","yrly_complaints_closed","yrly_priv_track_and_signalling","yrly_priv_rolling_stock","yrly_priv_stations_and_depot","yrly_priv_other_investment","yrly_priv_total_investment","yrly_gov_operational_funding_payments_to_or_from_franchised_train_operators","yrly_gov_operational_funding_passenger_transport_executive_grants","yrly_gov_operational_funding_payments_to_infrastructure_managers","yrly_gov_enhancements_funding_network_rail_enhancements_spend_or_grant","yrly_gov_miscellaneous","yrly_gov_total_investment","yrly_priv_track_and_signalling_roll_1","yrly_priv_track_and_signalling_roll_3","yrly_priv_track_and_signalling_roll_5","yrly_priv_track_and_signalling_roll_10","yrly_priv_rolling_stock_roll_1","yrly_priv_rolling_stock_roll_3","yrly_priv_rolling_stock_roll_5","yrly_priv_rolling_stock_roll_10","yrly_priv_stations_and_depot_roll_1","yrly_priv_stations_and_depot_roll_3","yrly_priv_stations_and_depot_roll_5","yrly_priv_stations_and_depot_roll_10","yrly_priv_other_investment_roll_1","yrly_priv_other_investment_roll_3","yrly_priv_other_investment_roll_5","yrly_priv_other_investment_roll_10","yrly_priv_total_investment_roll_1","yrly_priv_total_investment_roll_3","yrly_priv_total_investment_roll_5","yrly_priv_total_investment_roll_10","yrly_gov_operational_funding_payments_to_or_from_franchised_train_operators_roll_1","yrly_gov_operational_funding_payments_to_or_from_franchised_train_operators_roll_3","yrly_gov_operational_funding_payments_to_or_from_franchised_train_operators_roll_5","yrly_gov_operational_funding_payments_to_or_from_franchised_train_operators_roll_10","yrly_gov_operational_funding_passenger_transport_executive_grants_roll_1","yrly_gov_operational_funding_passenger_transport_executive_grants_roll_3","yrly_gov_operational_funding_passenger_transport_executive_grants_roll_5","yrly_gov_operational_funding_passenger_transport_executive_grants_roll_10","yrly_gov_operational_funding_payments_to_infrastructure_managers_roll_1","yrly_gov_operational_funding_payments_to_infrastructure_managers_roll_3","yrly_gov_operational_funding_payments_to_infrastructure_managers_roll_5","yrly_gov_operational_funding_payments_to_infrastructure_managers_roll_10","yrly_gov_enhancements_funding_network_rail_enhancements_spend_or_grant_roll_1","yrly_gov_enhancements_funding_network_rail_enhancements_spend_or_grant_roll_3","yrly_gov_enhancements_funding_network_rail_enhancements_spend_or_grant_roll_5","yrly_gov_enhancements_funding_network_rail_enhancements_spend_or_grant_roll_10","yrly_gov_miscellaneous_roll_1","yrly_gov_miscellaneous_roll_3","yrly_gov_miscellaneous_roll_5","yrly_gov_miscellaneous_roll_10","yrly_gov_total_investment_roll_1","yrly_gov_total_investment_roll_3","yrly_gov_total_investment_roll_5","yrly_gov_total_investment_roll_10"
"11",2021,2021 Q1,"London North Eastern Railway","mutli",0.768279697273665,0.196929366260641,90.2582572330801,10462,187,289,383,3.7,17.6937516299999,4.38813750628231,111.960427693649,11,3005,3.1,70.2940158,19810,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"12",2021,2021 Q1,"London Overground","lse",13.5382783949965,0.0916966112923726,96.286359270322,123369,1534,1954,2721,2.2,126.888455402536,0.863677555725465,0.539844226038476,81,1534,2.7,79.5481355,685,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"13",2021,2021 Q1,"Merseyrail","regional",1.79703714077168,0.0329487890235568,96.8456264337335,33535,327,383,546,1.6,21.0402093384133,0.382478476918048,6.72521825824528,66,1128.5,1.1,78.8614599,1415,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"14",2021,2021 Q1,"Northern Trains","regional",4.59393431220646,0.119940447085418,93.0317689822224,166285,1710,2295,3150,1.9,67.4928464,2.00063604682719,21.3044800552375,477,6666,3.3,67.1016889,14379,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"15",2021,2021 Q1,"ScotRail","regional",2.32852130741944,0.0582078344568004,93.0207776534156,145122,1910,2649,3604,2.5,46.69482426,1.47349771909008,31.802239831366,355,5211,2.8,71.205187,14850,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"16",2021,2021 Q1,"South Western Railway","lse",8.42040543242491,0.190021326836007,94.3204682984414,114237,1543,1257,2029,1.8,108.54109759,3.05844460487013,25.9109227974041,187,5643,2.8,74.6425305,28124,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"17",2021,2021 Q1,"Southeastern","lse",9.02184892824651,0.212645408139208,92.1771823689207,127355,2134,1891,2959,2.3,97.78325205,2.54258273297381,18.6606597934273,164,4480,2.2,71.4447517,18247,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"18",2021,2021 Q1,"TfW Rail","regional",0.858573262279056,0.0316700558286888,92.903792679271,51824,823,784,1196,2.3,17.64757355,0.734743821267498,78.243051153058,248,2585,4,67.0591174,13808,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"19",2021,2021 Q1,"TransPennine Express","regional",0.936701450025162,0.06121147537498,91.730900872073,17634,485,336,579,3.3,16.1724150545912,1.19088380311523,59.6756883089031,19,1427.5,3,62.972137,9651,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
"20",2021,2021 Q1,"Grand Central","longdistance",-6.39993231743574e-14,1.9371653698e-14,90.5522468868435,NA,NA,NA,NA,NA,1.02723772,0.282959741176485,109.224961092745,0,163,2.7,56.4698555,1122,29.2571271403115,610.169049592079,175.021228444105,92.7009531258261,907.148358302322,7879.8,129.5,7805.6,2127.8,234,18176.7,61.719068271677,80.1044088897237,99.454763519674,107.604416798281,1118.99654489651,2051.91001580791,4372.54046619679,8126.31336171184,351.890650737573,466.807122835772,702.2020935776,764.523301843909,174.110826924153,313.920846020632,731.308237798505,1323.39958850895,1706.71709082991,2912.74239355403,5905.50556109256,10321.840668863,20407.3,21754.5,21668.7,17849.5,258.4,393.9,626.3,1658.4,16068.3,22617.6,32947.8,58817.1,4133.3,6404.4,14693.1,34384.4,396.2,751.7,1375.5,3064.1,41263.5,51922.1,71311.4,115773.5
